,PM2.5,PM10,CO,NO2,SO2,O3,����,ѹǿ,��ˮ��,�¶�,ʪ��,time
3087,56.0,79.0,0.6,68.0,14.0,96.0,0.4,1007.3,197.9,22.0,47.0,2019/4/6 16:00
3088,74.0,99.0,0.5,129.0,17.0,91.0,1.3,1008.3,199.4,17.0,81.0,2019/4/6 17:00
3089,76.0,99.0,0.5,134.0,17.0,85.0,0.3,1008.6,199.4,17.0,79.0,2019/4/6 18:00
3090,86.0,114.0,0.5,107.0,17.0,67.0,0.4,1009.3,199.4,16.0,79.0,2019/4/6 19:00
3091,99.0,137.0,0.5,100.0,17.0,50.0,0.5,1010.1,199.4,16.0,83.0,2019/4/6 20:00
3092,106.0,147.0,0.5,110.0,17.0,45.0,0.3,1010.4,199.4,15.0,84.0,2019/4/6 21:00
3093,113.0,151.0,0.6,113.0,17.0,35.0,0.2,1010.2,199.4,15.0,84.0,2019/4/6 22:00
3094,116.0,156.0,0.6,105.0,17.0,35.0,0.2,1010.0,199.4,14.0,86.0,2019/4/6 23:00
3095,108.0,147.0,0.5,87.0,17.0,27.0,0.3,1010.2,199.4,14.0,87.0,2019/4/7 0:00
3096,119.0,158.0,0.5,61.0,17.0,25.0,0.2,1009.9,199.4,13.0,90.0,2019/4/7 1:00
3097,111.0,161.0,0.5,69.0,17.0,26.0,0.3,1009.3,199.4,13.0,90.0,2019/4/7 2:00
3098,110.0,157.0,0.5,67.0,17.0,25.0,0.3,1009.3,199.4,13.0,92.0,2019/4/7 3:00
3099,112.0,155.0,0.5,69.0,17.0,25.0,0.2,1009.2,199.4,12.0,93.0,2019/4/7 4:00
3100,103.0,141.0,0.5,100.0,17.0,26.0,0.2,1009.8,199.4,13.0,89.0,2019/4/7 5:00
3101,102.0,140.0,0.6,123.0,17.0,31.0,0.7,1010.6,199.4,16.0,77.0,2019/4/7 7:00
3102,98.0,138.0,0.6,117.0,17.0,44.0,1.5,1010.8,199.4,19.0,65.0,2019/4/7 8:00
3103,105.0,140.0,0.8,98.0,17.0,70.0,1.6,1010.7,199.4,22.0,58.0,2019/4/7 9:00
3104,84.0,116.0,0.9,68.0,17.0,85.0,0.9,1010.4,199.4,23.0,53.0,2019/4/7 10:00
3105,71.0,91.0,0.8,49.0,14.0,99.0,0.7,1009.5,199.4,25.0,50.0,2019/4/7 11:00
3106,41.0,62.0,0.6,27.0,14.0,112.0,1.5,1008.8,199.4,26.0,44.0,2019/4/7 12:00
3107,32.0,50.0,0.5,26.0,14.0,118.0,0.2,1007.5,199.4,28.0,34.0,2019/4/7 13:00
3108,48.0,71.0,0.7,26.0,14.0,146.0,0.7,1006.9,199.4,28.0,38.0,2019/4/7 14:00
3109,32.0,49.0,0.6,26.0,14.0,140.0,2.4,1006.0,199.4,29.0,33.0,2019/4/7 15:00
3110,36.0,57.0,0.6,25.0,14.0,147.0,1.5,1005.2,199.4,29.0,32.0,2019/4/7 16:00
3111,34.0,52.0,0.5,26.0,14.0,144.0,0.5,1005.3,199.4,29.0,32.0,2019/4/7 17:00
3112,35.0,53.0,0.5,28.0,14.0,142.0,1.0,1005.1,199.4,26.0,43.0,2019/4/7 18:00
3113,36.0,56.0,0.5,72.0,14.0,116.0,0.5,1005.1,199.4,24.0,49.0,2019/4/7 19:00
3114,35.0,53.0,0.5,134.0,17.0,91.0,0.6,1005.5,199.4,23.0,49.0,2019/4/7 20:00
3115,36.0,58.0,0.5,83.0,17.0,86.0,0.3,1006.0,199.4,21.0,51.0,2019/4/7 21:00
3116,64.0,85.0,0.5,92.0,16.0,104.0,1.2,1005.9,199.4,20.0,63.0,2019/4/7 22:00
3117,67.0,88.0,0.5,99.0,17.0,96.0,1.2,1005.8,199.4,20.0,66.0,2019/4/7 23:00
3118,76.0,100.0,0.5,98.0,17.0,85.0,0.4,1005.7,199.4,19.0,69.0,2019/4/8 0:00
3119,85.0,115.0,0.5,133.0,17.0,79.0,0.9,1005.4,199.4,18.0,72.0,2019/4/8 1:00
3120,96.0,127.0,0.5,136.0,17.0,72.0,0.7,1004.7,199.4,18.0,73.0,2019/4/8 2:00
3121,94.0,128.0,0.5,120.0,17.0,67.0,0.5,1004.6,199.4,17.0,75.0,2019/4/8 3:00
3122,105.0,150.0,0.5,94.0,17.0,62.0,0.4,1004.4,199.4,17.0,77.0,2019/4/8 4:00
3123,114.0,150.0,0.5,104.0,17.0,52.0,0.8,1004.8,199.4,16.0,82.0,2019/4/8 5:00
3124,118.0,163.0,0.5,99.0,17.0,48.0,0.4,1005.5,199.4,16.0,83.0,2019/4/8 6:00
3125,92.0,125.0,0.6,81.0,17.0,61.0,1.1,1006.2,199.4,23.0,61.0,2019/4/8 8:00
3126,60.0,81.0,0.6,48.0,14.0,67.0,0.9,1006.5,199.4,24.0,53.0,2019/4/8 9:00
3127,55.0,78.0,0.5,28.0,16.0,61.0,2.2,1010.5,0.2,22.0,60.0,2019/4/8 10:00
3128,52.0,73.0,0.5,28.0,14.0,72.0,0.9,1010.8,0.2,22.0,59.0,2019/4/8 11:00
3129,50.0,71.0,0.5,28.0,13.0,76.0,1.7,1010.3,0.2,23.0,56.0,2019/4/8 12:00
3130,51.0,73.0,0.5,28.0,13.0,86.0,1.7,1009.9,0.2,23.0,58.0,2019/4/8 13:00
3131,40.0,63.0,0.5,28.0,13.0,83.0,1.6,1009.3,0.3,24.0,55.0,2019/4/8 14:00
3132,40.0,63.0,0.5,28.0,13.0,88.0,0.5,1008.4,0.3,25.0,53.0,2019/4/8 15:00
3133,39.0,60.0,0.5,28.0,13.0,86.0,0.5,1008.4,0.3,24.0,53.0,2019/4/8 16:00
3134,40.0,62.0,0.5,36.0,14.0,82.0,0.1,1008.6,0.3,22.0,59.0,2019/4/8 17:00
3135,40.0,63.0,0.5,42.0,13.0,77.0,0.8,1008.6,0.3,21.0,66.0,2019/4/8 18:00
3136,40.0,62.0,0.4,52.0,14.0,69.0,0.9,1009.6,0.3,20.0,70.0,2019/4/8 19:00
3137,56.0,79.0,0.4,54.0,15.0,60.0,0.7,1010.5,0.3,19.0,75.0,2019/4/8 21:00
3138,58.0,82.0,0.4,38.0,14.0,40.0,0.9,1010.0,0.3,17.0,83.0,2019/4/8 23:00
3139,64.0,96.0,0.4,38.0,14.0,41.0,0.7,1009.2,0.3,17.0,86.0,2019/4/9 1:00
3140,64.0,94.0,0.4,39.0,14.0,39.0,1.0,1009.1,0.3,17.0,86.0,2019/4/9 2:00
3141,57.0,82.0,0.4,39.0,13.0,32.0,0.3,1008.9,0.3,16.0,87.0,2019/4/9 3:00
3142,65.0,103.0,0.4,47.0,14.0,30.0,0.4,1008.2,0.3,16.0,89.0,2019/4/9 4:00
3143,63.0,94.0,0.4,40.0,14.0,27.0,0.2,1008.5,0.3,17.0,88.0,2019/4/9 5:00
3144,72.0,111.0,0.5,54.0,16.0,26.0,0.3,1008.8,0.3,17.0,87.0,2019/4/9 6:00
3145,61.0,90.0,0.4,48.0,16.0,27.0,0.8,1009.0,0.3,17.0,87.0,2019/4/9 7:00
3146,56.0,88.0,0.5,57.0,18.0,26.0,0.2,1008.8,0.3,18.0,85.0,2019/4/9 8:00
3147,55.0,80.0,0.5,60.0,16.0,26.0,0.4,1009.0,0.3,19.0,82.0,2019/4/9 9:00
3148,64.0,95.0,0.5,59.0,16.0,27.0,0.7,1008.9,0.3,19.0,81.0,2019/4/9 10:00
3149,50.0,76.0,0.7,58.0,16.0,27.0,0.5,1008.1,0.3,23.0,69.0,2019/4/9 11:00
3150,52.0,78.0,0.7,64.0,16.0,33.0,0.6,1007.6,0.3,23.0,72.0,2019/4/9 12:00
3151,69.0,97.0,0.6,73.0,16.0,63.0,0.6,1005.0,0.3,23.0,78.0,2019/4/9 17:00
3152,45.0,71.0,0.5,55.0,15.0,72.0,0.4,1005.0,0.3,23.0,80.0,2019/4/9 18:00
3153,52.0,74.0,0.6,62.0,16.0,54.0,0.6,1005.4,0.3,23.0,82.0,2019/4/9 19:00
3154,37.0,57.0,0.5,41.0,14.0,63.0,0.8,1006.5,0.3,22.0,79.0,2019/4/9 21:00
3155,42.0,68.0,0.5,45.0,14.0,28.0,0.3,1009.8,6.7,20.0,86.0,2019/4/11 11:00
3156,46.0,69.0,0.5,32.0,13.0,29.0,0.5,1009.1,6.7,20.0,84.0,2019/4/11 12:00
3157,47.0,71.0,0.5,59.0,16.0,28.0,1.9,1008.5,6.7,21.0,84.0,2019/4/11 13:00
3158,45.0,71.0,0.5,29.0,13.0,37.0,0.7,1008.1,6.7,21.0,83.0,2019/4/11 14:00
3159,51.0,76.0,0.5,40.0,13.0,49.0,0.3,1007.2,6.7,21.0,83.0,2019/4/11 15:00
3160,63.0,87.0,0.5,45.0,14.0,49.0,0.5,1007.2,6.7,21.0,84.0,2019/4/11 16:00
3161,68.0,95.0,0.5,60.0,16.0,44.0,0.8,1006.6,6.8,20.0,87.0,2019/4/11 17:00
3162,75.0,103.0,0.6,73.0,16.0,35.0,0.2,1006.6,6.8,20.0,89.0,2019/4/11 18:00
3163,71.0,100.0,0.5,66.0,16.0,31.0,0.6,1006.9,6.8,20.0,90.0,2019/4/11 19:00
3164,73.0,102.0,0.5,80.0,16.0,28.0,0.2,1008.0,8.4,19.0,95.0,2019/4/11 20:00
3165,73.0,104.0,0.5,71.0,16.0,27.0,0.4,1007.8,16.7,19.0,98.0,2019/4/11 21:00
3166,67.0,91.0,0.5,74.0,16.0,27.0,0.1,1007.7,18.6,19.0,98.0,2019/4/11 22:00
3167,55.0,76.0,0.6,62.0,16.0,25.0,0.1,1007.0,20.1,19.0,98.0,2019/4/11 23:00
3168,44.0,69.0,0.5,63.0,16.0,25.0,0.5,1006.9,20.1,19.0,98.0,2019/4/12 0:00
3169,44.0,67.0,0.5,55.0,16.0,25.0,0.1,1006.4,20.1,19.0,98.0,2019/4/12 1:00
3170,45.0,70.0,0.5,66.0,16.0,25.0,0.2,1006.2,20.1,19.0,99.0,2019/4/12 2:00
3171,44.0,70.0,0.5,58.0,16.0,25.0,0.2,1006.2,20.1,18.0,99.0,2019/4/12 3:00
3172,46.0,70.0,0.5,61.0,16.0,25.0,0.2,1006.2,20.1,19.0,99.0,2019/4/12 4:00
3173,47.0,72.0,0.5,64.0,16.0,25.0,0.3,1006.3,20.1,19.0,99.0,2019/4/12 5:00
3174,45.0,71.0,0.6,62.0,16.0,25.0,0.3,1006.7,20.1,19.0,98.0,2019/4/12 6:00
3175,58.0,87.0,0.6,57.0,16.0,25.0,0.3,1007.2,20.1,19.0,98.0,2019/4/12 7:00
3176,58.0,99.0,0.6,51.0,16.0,25.0,0.6,1007.5,20.1,19.0,98.0,2019/4/12 8:00
3177,50.0,85.0,0.5,51.0,16.0,25.0,0.2,1007.7,20.1,19.0,96.0,2019/4/12 9:00
3178,44.0,72.0,0.6,51.0,16.0,25.0,0.2,1008.0,20.1,20.0,91.0,2019/4/12 10:00
3179,48.0,75.0,0.5,35.0,16.0,26.0,0.3,1007.9,20.1,21.0,89.0,2019/4/12 11:00
3180,48.0,74.0,0.6,38.0,16.0,28.0,1.3,1006.9,20.1,22.0,82.0,2019/4/12 12:00
3181,38.0,64.0,0.6,28.0,13.0,57.0,0.6,1006.1,20.1,25.0,72.0,2019/4/12 13:00
3182,40.0,64.0,0.5,28.0,13.0,58.0,1.9,1005.8,20.1,23.0,75.0,2019/4/12 14:00
3183,42.0,70.0,0.5,28.0,13.0,54.0,0.9,1005.5,20.1,23.0,77.0,2019/4/12 15:00
3184,41.0,66.0,0.5,35.0,13.0,53.0,0.2,1005.2,20.1,22.0,81.0,2019/4/12 16:00
3185,40.0,65.0,0.5,36.0,13.0,55.0,0.7,1005.0,20.1,23.0,80.0,2019/4/12 17:00
3186,44.0,68.0,0.6,68.0,16.0,27.0,0.2,1005.6,20.1,21.0,86.0,2019/4/12 20:00
3187,43.0,68.0,0.7,91.0,16.0,33.0,0.3,1005.8,20.1,21.0,87.0,2019/4/12 21:00
3188,41.0,64.0,0.7,65.0,16.0,25.0,0.1,1006.3,20.1,21.0,89.0,2019/4/13 0:00
3189,40.0,62.0,0.7,59.0,16.0,25.0,0.2,1005.7,20.1,21.0,91.0,2019/4/13 1:00
3190,47.0,72.0,0.6,63.0,16.0,25.0,0.5,1005.4,20.3,20.0,95.0,2019/4/13 3:00
3191,48.0,75.0,0.6,66.0,16.0,25.0,0.4,1005.5,20.3,20.0,96.0,2019/4/13 4:00
3192,66.0,90.0,0.5,58.0,16.0,26.0,0.2,1006.8,20.3,20.0,91.0,2019/4/13 7:00
3193,61.0,88.0,0.6,62.0,16.0,26.0,0.2,1007.3,20.3,20.0,89.0,2019/4/13 8:00
3194,59.0,79.0,0.6,56.0,16.0,29.0,0.6,1007.2,20.3,22.0,81.0,2019/4/13 9:00
3195,62.0,85.0,0.6,44.0,16.0,28.0,0.7,1007.5,20.3,23.0,76.0,2019/4/13 10:00
3196,60.0,83.0,0.7,28.0,16.0,42.0,0.6,1007.2,20.3,25.0,68.0,2019/4/13 11:00
3197,47.0,72.0,0.6,30.0,15.0,52.0,1.3,1006.9,20.3,26.0,64.0,2019/4/13 12:00
3198,55.0,78.0,0.8,28.0,14.0,84.0,0.5,1006.8,20.3,25.0,65.0,2019/4/13 13:00
3199,52.0,76.0,0.7,31.0,14.0,107.0,0.6,1005.9,20.3,26.0,63.0,2019/4/13 14:00
3200,52.0,76.0,0.6,26.0,13.0,107.0,0.7,1005.2,20.3,27.0,61.0,2019/4/13 15:00
3201,48.0,72.0,0.6,28.0,13.0,108.0,0.4,1005.0,20.3,27.0,62.0,2019/4/13 16:00
3202,43.0,67.0,0.5,28.0,13.0,88.0,0.6,1005.1,20.3,25.0,65.0,2019/4/13 17:00
3203,40.0,62.0,0.5,29.0,13.0,80.0,0.4,1005.4,20.3,24.0,71.0,2019/4/13 18:00
3204,38.0,57.0,0.5,49.0,16.0,55.0,0.4,1005.5,20.3,22.0,77.0,2019/4/13 19:00
3205,41.0,65.0,0.5,58.0,16.0,38.0,0.4,1006.0,20.3,21.0,82.0,2019/4/13 20:00
3206,47.0,72.0,0.5,50.0,16.0,51.0,0.4,1006.3,20.3,20.0,83.0,2019/4/13 21:00
3207,64.0,96.0,0.5,59.0,16.0,29.0,0.2,1007.1,20.3,19.0,90.0,2019/4/14 0:00
3208,65.0,92.0,0.5,52.0,16.0,27.0,0.5,1006.2,20.3,18.0,91.0,2019/4/14 1:00
3209,63.0,91.0,0.5,42.0,16.0,26.0,0.7,1005.9,20.3,17.0,92.0,2019/4/14 2:00
3210,63.0,87.0,0.4,39.0,16.0,26.0,0.3,1005.6,20.3,17.0,93.0,2019/4/14 3:00
3211,66.0,90.0,0.5,36.0,16.0,24.0,0.3,1005.7,20.3,17.0,94.0,2019/4/14 4:00
3212,72.0,96.0,0.5,37.0,16.0,24.0,0.5,1005.9,20.3,17.0,95.0,2019/4/14 5:00
3213,88.0,135.0,0.9,29.0,16.0,83.0,0.7,1007.0,20.3,26.0,65.0,2019/4/14 11:00
3214,72.0,102.0,0.8,29.0,13.0,132.0,0.8,1007.0,20.3,27.0,61.0,2019/4/14 14:00
3215,64.0,83.0,0.5,32.0,13.0,63.0,1.7,1007.4,20.4,23.0,76.0,2019/4/14 15:00
3216,48.0,75.0,0.5,43.0,14.0,50.0,1.3,1008.3,20.4,22.0,76.0,2019/4/14 17:00
3217,39.0,61.0,0.5,35.0,13.0,32.0,1.2,1009.9,20.4,19.0,85.0,2019/4/14 18:00
3218,42.0,66.0,0.4,38.0,14.0,30.0,0.4,1012.0,20.4,15.0,91.0,2019/4/14 19:00
3219,41.0,65.0,0.4,29.0,14.0,34.0,1.0,1012.7,20.4,15.0,87.0,2019/4/14 20:00
3220,46.0,72.0,0.4,34.0,16.0,29.0,0.6,1013.1,20.5,15.0,83.0,2019/4/14 22:00
3221,40.0,59.0,0.4,28.0,13.0,39.0,0.8,1012.5,20.5,13.0,74.0,2019/4/15 1:00
3222,40.0,61.0,0.4,28.0,13.0,35.0,0.5,1011.9,20.5,13.0,75.0,2019/4/15 2:00
3223,38.0,62.0,0.4,28.0,13.0,38.0,1.1,1011.8,20.5,13.0,71.0,2019/4/15 3:00
3224,34.0,52.0,0.4,28.0,14.0,37.0,0.6,1012.4,20.5,13.0,68.0,2019/4/15 4:00
3225,36.0,55.0,0.4,28.0,14.0,37.0,0.1,1012.8,20.5,13.0,69.0,2019/4/15 5:00
3226,32.0,46.0,0.4,28.0,14.0,44.0,0.6,1013.4,20.5,13.0,65.0,2019/4/15 6:00
3227,31.0,45.0,0.4,32.0,14.0,43.0,0.5,1014.5,20.5,13.0,64.0,2019/4/15 7:00
3228,33.0,55.0,0.4,37.0,14.0,45.0,0.6,1014.7,20.5,13.0,63.0,2019/4/15 8:00
3229,32.0,47.0,0.4,31.0,14.0,47.0,1.9,1015.8,20.5,13.0,65.0,2019/4/15 9:00
3230,32.0,48.0,0.4,28.0,14.0,54.0,1.2,1017.3,20.5,12.0,72.0,2019/4/15 10:00
3231,24.0,33.0,0.4,28.0,14.0,66.0,1.5,1017.6,20.9,10.0,80.0,2019/4/15 11:00
3232,38.0,59.0,0.4,38.0,14.0,44.0,1.1,1017.9,21.0,10.0,88.0,2019/4/15 12:00
3233,37.0,57.0,0.4,27.0,14.0,51.0,2.5,1017.7,21.0,12.0,73.0,2019/4/15 13:00
3234,37.0,57.0,0.4,39.0,14.0,49.0,1.5,1017.8,21.0,13.0,71.0,2019/4/15 15:00
3235,41.0,63.0,0.4,29.0,14.0,47.0,0.5,1017.9,21.0,14.0,66.0,2019/4/15 16:00
3236,36.0,58.0,0.4,42.0,14.0,47.0,0.8,1017.6,21.0,14.0,64.0,2019/4/15 17:00
3237,31.0,46.0,0.4,40.0,14.0,47.0,0.8,1018.8,21.0,13.0,65.0,2019/4/15 19:00
3238,36.0,54.0,0.4,54.0,14.0,43.0,0.3,1020.0,21.0,11.0,71.0,2019/4/15 20:00
3239,36.0,54.0,0.4,74.0,17.0,33.0,0.4,1020.9,21.0,11.0,76.0,2019/4/15 21:00
3240,36.0,55.0,0.4,65.0,17.0,31.0,0.6,1020.8,21.0,10.0,78.0,2019/4/15 22:00
3241,33.0,48.0,0.4,77.0,17.0,28.0,0.4,1020.5,21.0,10.0,81.0,2019/4/15 23:00
3242,38.0,58.0,0.4,70.0,17.0,29.0,0.2,1019.3,21.0,9.0,80.0,2019/4/16 1:00
3243,36.0,56.0,0.4,70.0,16.0,27.0,0.5,1019.6,21.0,10.0,79.0,2019/4/16 2:00
3244,31.0,49.0,0.4,57.0,15.0,27.0,0.3,1019.1,21.0,9.0,71.0,2019/4/16 3:00
3245,33.0,51.0,0.4,39.0,14.0,39.0,0.4,1018.9,21.0,10.0,66.0,2019/4/16 4:00
3246,31.0,45.0,0.4,59.0,14.0,40.0,0.6,1018.4,21.0,10.0,67.0,2019/4/16 5:00
3247,28.0,36.0,0.4,35.0,14.0,51.0,0.4,1019.0,21.0,11.0,63.0,2019/4/16 6:00
3248,30.0,46.0,0.4,40.0,14.0,60.0,0.5,1019.5,21.0,12.0,62.0,2019/4/16 7:00
3249,33.0,54.0,0.4,43.0,14.0,67.0,0.6,1018.6,21.0,13.0,61.0,2019/4/16 8:00
3250,30.0,44.0,0.4,28.0,14.0,80.0,0.7,1018.1,21.1,16.0,46.0,2019/4/16 9:00
3251,32.0,49.0,0.4,28.0,14.0,85.0,1.3,1018.1,21.1,17.0,44.0,2019/4/16 10:00
3252,36.0,54.0,0.5,28.0,14.0,92.0,1.9,1017.3,21.2,19.0,42.0,2019/4/16 11:00
3253,47.0,73.0,0.4,38.0,14.0,63.0,0.2,1012.5,23.1,14.0,86.0,2019/4/17 1:00
3254,62.0,85.0,0.4,67.0,15.0,45.0,0.3,1012.6,23.7,14.0,93.0,2019/4/17 2:00
3255,70.0,93.0,0.4,55.0,15.0,29.0,0.5,1012.8,23.7,13.0,96.0,2019/4/17 3:00
3256,74.0,101.0,0.4,66.0,17.0,29.0,0.6,1013.1,23.7,13.0,95.0,2019/4/17 4:00
3257,68.0,96.0,0.4,38.0,14.0,29.0,0.6,1013.3,23.7,13.0,93.0,2019/4/17 5:00
3258,61.0,84.0,0.4,34.0,14.0,29.0,0.4,1013.9,23.7,13.0,92.0,2019/4/17 6:00
3259,57.0,85.0,0.4,47.0,14.0,29.0,0.3,1014.3,23.7,13.0,91.0,2019/4/17 7:00
3260,56.0,81.0,0.4,41.0,14.0,31.0,0.5,1014.6,23.7,14.0,86.0,2019/4/17 8:00
3261,59.0,83.0,0.5,54.0,15.0,29.0,0.2,1015.1,23.7,15.0,83.0,2019/4/17 9:00
3262,63.0,82.0,0.4,59.0,14.0,37.0,1.1,1014.7,23.7,17.0,77.0,2019/4/17 10:00
3263,68.0,90.0,0.5,44.0,14.0,57.0,0.3,1014.6,23.7,18.0,72.0,2019/4/17 11:00
3264,56.0,78.0,0.4,29.0,14.0,86.0,0.7,1012.3,23.7,17.0,73.0,2019/4/17 15:00
3265,56.0,84.0,0.4,49.0,14.0,54.0,0.1,1012.7,24.0,15.0,86.0,2019/4/17 18:00
3266,56.0,86.0,0.4,56.0,14.0,41.0,0.4,1012.7,24.2,15.0,89.0,2019/4/17 20:00
3267,56.0,81.0,0.4,41.0,14.0,37.0,0.3,1013.5,24.2,15.0,87.0,2019/4/17 21:00
3268,60.0,91.0,0.4,40.0,14.0,27.0,0.3,1011.6,24.2,14.0,93.0,2019/4/18 0:00
3269,43.0,72.0,0.4,34.0,14.0,30.0,0.3,1011.1,24.2,14.0,94.0,2019/4/18 1:00
3270,44.0,72.0,0.4,39.0,14.0,26.0,0.5,1009.8,24.2,14.0,93.0,2019/4/18 3:00
3271,43.0,68.0,0.4,47.0,14.0,26.0,0.4,1010.4,24.3,14.0,97.0,2019/4/18 4:00
3272,45.0,70.0,0.4,28.0,14.0,25.0,1.1,1010.0,26.6,14.0,98.0,2019/4/18 5:00
3273,26.0,33.0,0.4,30.0,14.0,25.0,0.5,1009.9,30.0,13.0,98.0,2019/4/18 6:00
3274,16.0,23.0,0.4,41.0,14.0,26.0,0.2,1010.9,45.9,13.0,98.0,2019/4/18 8:00
3275,24.0,34.0,0.4,47.0,15.0,27.0,0.5,1010.2,46.4,14.0,96.0,2019/4/18 9:00
3276,24.0,33.0,0.4,49.0,15.0,26.0,0.2,1010.7,47.3,14.0,97.0,2019/4/18 10:00
3277,33.0,50.0,0.4,43.0,16.0,27.0,0.5,1010.9,49.5,14.0,97.0,2019/4/18 11:00
3278,46.0,71.0,0.4,43.0,16.0,27.0,0.9,1010.5,49.5,14.0,96.0,2019/4/18 12:00
3279,42.0,65.0,0.5,46.0,17.0,29.0,0.3,1010.2,49.5,15.0,94.0,2019/4/18 13:00
3280,37.0,58.0,0.4,36.0,14.0,32.0,0.1,1010.2,49.5,15.0,91.0,2019/4/18 14:00
3281,40.0,60.0,0.5,53.0,17.0,34.0,0.2,1009.0,49.5,15.0,94.0,2019/4/18 15:00
3282,40.0,63.0,0.4,35.0,14.0,47.0,0.3,1008.9,49.5,16.0,85.0,2019/4/18 16:00
3283,39.0,59.0,0.4,40.0,14.0,38.0,0.3,1009.0,49.5,16.0,87.0,2019/4/18 17:00
3284,45.0,74.0,0.4,49.0,14.0,35.0,0.4,1009.4,49.5,15.0,94.0,2019/4/18 18:00
3285,96.0,124.0,0.4,55.0,14.0,27.0,0.5,1009.7,49.5,14.0,95.0,2019/4/18 19:00
3286,43.0,66.0,0.4,49.0,16.0,27.0,0.2,1010.4,49.5,14.0,94.0,2019/4/18 20:00
3287,70.0,92.0,0.4,49.0,16.0,26.0,0.1,1011.0,49.5,14.0,95.0,2019/4/18 21:00
3288,67.0,94.0,0.5,50.0,17.0,26.0,0.1,1011.1,49.5,14.0,96.0,2019/4/18 22:00
3289,44.0,71.0,0.4,48.0,15.0,26.0,0.8,1011.3,49.5,14.0,98.0,2019/4/18 23:00
3290,41.0,68.0,0.4,46.0,14.0,27.0,0.3,1011.0,49.5,14.0,97.0,2019/4/19 0:00
3291,44.0,72.0,0.4,33.0,14.0,25.0,0.1,1010.5,49.5,14.0,97.0,2019/4/19 1:00
3292,44.0,72.0,0.4,29.0,14.0,27.0,0.6,1009.9,49.5,14.0,96.0,2019/4/19 2:00
3293,38.0,61.0,0.4,27.0,14.0,29.0,0.3,1009.5,49.5,14.0,95.0,2019/4/19 3:00
3294,39.0,59.0,0.4,27.0,14.0,26.0,0.3,1009.4,49.5,14.0,94.0,2019/4/19 4:00
3295,40.0,62.0,0.4,27.0,14.0,25.0,0.1,1009.8,49.5,14.0,94.0,2019/4/19 5:00
3296,40.0,62.0,0.4,28.0,14.0,28.0,0.3,1009.9,49.5,14.0,93.0,2019/4/19 6:00
3297,36.0,58.0,0.4,29.0,14.0,41.0,0.4,1010.9,49.5,16.0,83.0,2019/4/19 8:00
3298,34.0,52.0,0.4,28.0,14.0,53.0,0.5,1011.0,49.5,17.0,79.0,2019/4/19 9:00
3299,37.0,60.0,0.4,38.0,14.0,60.0,1.5,1011.0,49.5,17.0,76.0,2019/4/19 10:00
3300,36.0,56.0,0.4,29.0,14.0,60.0,0.8,1010.9,49.5,18.0,74.0,2019/4/19 11:00
3301,48.0,70.0,0.5,40.0,14.0,94.0,0.2,1010.1,49.5,20.0,68.0,2019/4/19 12:00
3302,48.0,72.0,0.4,27.0,14.0,88.0,0.1,1009.9,49.5,19.0,72.0,2019/4/19 13:00
3303,32.0,48.0,0.5,27.0,14.0,78.0,1.6,1008.2,49.5,23.0,56.0,2019/4/19 15:00
3304,40.0,64.0,0.5,27.0,14.0,77.0,0.8,1008.0,49.5,21.0,62.0,2019/4/19 16:00
3305,40.0,64.0,0.5,33.0,14.0,74.0,1.0,1008.3,49.5,20.0,67.0,2019/4/19 17:00
3306,44.0,71.0,0.5,67.0,16.0,56.0,0.3,1009.0,49.5,18.0,78.0,2019/4/19 19:00
3307,53.0,80.0,0.5,93.0,17.0,31.0,0.1,1010.7,49.5,17.0,84.0,2019/4/19 23:00
3308,51.0,76.0,0.7,101.0,17.0,37.0,0.4,1010.4,49.5,17.0,86.0,2019/4/20 0:00
3309,52.0,77.0,0.5,75.0,17.0,27.0,0.3,1010.3,49.5,16.0,89.0,2019/4/20 1:00
3310,42.0,66.0,0.5,86.0,17.0,31.0,0.3,1009.9,49.5,16.0,90.0,2019/4/20 4:00
3311,72.0,97.0,0.5,68.0,16.0,53.0,1.0,1011.0,49.5,18.0,81.0,2019/4/20 7:00
3312,71.0,100.0,0.9,31.0,16.0,81.0,1.4,1012.5,49.5,24.0,53.0,2019/4/20 10:00
3313,27.0,38.0,0.5,24.0,14.0,108.0,0.4,1012.2,49.5,26.0,29.0,2019/4/20 13:00
3314,32.0,49.0,0.4,36.0,14.0,106.0,0.5,1012.6,49.6,20.0,48.0,2019/4/20 19:00
3315,28.0,41.0,0.4,30.0,14.0,117.0,0.6,1013.3,49.6,20.0,52.0,2019/4/20 20:00
3316,34.0,55.0,0.5,75.0,17.0,71.0,0.2,1014.3,49.6,17.0,62.0,2019/4/20 22:00
3317,36.0,54.0,0.5,83.0,17.0,43.0,0.3,1014.5,49.6,16.0,69.0,2019/4/20 23:00
3318,42.0,65.0,0.5,115.0,17.0,44.0,0.4,1014.5,49.6,15.0,75.0,2019/4/21 0:00
3319,40.0,62.0,0.5,94.0,17.0,32.0,0.3,1013.9,49.6,15.0,79.0,2019/4/21 1:00
3320,40.0,61.0,0.5,82.0,17.0,36.0,0.3,1013.7,49.6,14.0,81.0,2019/4/21 2:00
3321,39.0,60.0,0.5,68.0,17.0,28.0,0.2,1014.0,49.6,14.0,82.0,2019/4/21 3:00
3322,38.0,60.0,0.5,68.0,17.0,26.0,0.3,1014.4,49.6,14.0,84.0,2019/4/21 4:00
