,PM2.5,PM10,CO,NO2,SO2,O3,����,ѹǿ,��ˮ��,�¶�,ʪ��,time,gkPM2.5
2968,82,113,0.5,41,16,26,0.3,1018.5,196.8,10,79,2019/4/1 9:00,31
2969,87,121,0.5,41,16,26,1.2,1018.6,196.8,10,79,2019/4/1 10:00,28
2970,78,112,0.5,37,16,28,0.6,1018.2,196.8,11,73,2019/4/1 11:00,32
2971,83,122,0.5,43,16,30,1.3,1017.1,196.8,12,68,2019/4/1 12:00,29
2972,89,126,0.5,44,17,27,0.1,1016.7,196.8,12,72,2019/4/1 13:00,25
2973,69,91,0.4,46,14,35,0.2,1016.1,196.8,12,70,2019/4/1 14:00,30
2974,67,96,0.4,38,14,44,1.3,1015.9,196.8,12,69,2019/4/1 15:00,28
2975,57,82,0.4,35,14,49,0.8,1015.8,196.8,12,69,2019/4/1 16:00,23
2976,44,67,0.4,32,14,51,1.9,1016,196.8,12,68,2019/4/1 17:00,29
2977,46,73,0.4,58,14,49,0.5,1015.5,196.8,12,70,2019/4/1 18:00,30
2978,54,80,0.4,45,14,46,0.8,1015.7,196.8,12,71,2019/4/1 19:00,31
2979,46,77,0.4,40,14,51,0.5,1016.1,196.8,11,72,2019/4/1 20:00,36
2980,45,78,0.4,48,14,47,1,1016.4,196.8,11,72,2019/4/1 21:00,43
2981,49,79,0.4,53,14,39,0.8,1016.2,196.8,11,74,2019/4/1 22:00,62
2982,56,84,0.4,60,14,35,0.8,1015.5,196.8,11,75,2019/4/1 23:00,52
2983,56,86,0.4,46,14,34,0.8,1016.2,196.8,11,75,2019/4/2 0:00,49
2984,56,85,0.4,39,14,32,0.7,1015.1,196.9,10,77,2019/4/2 1:00,49
2985,63,88,0.4,40,14,29,0.6,1014.6,196.9,10,78,2019/4/2 2:00,42
2986,66,92,0.4,32,14,30,0.9,1013.9,196.9,10,79,2019/4/2 3:00,45
2987,75,103,0.4,37,14,26,0.5,1013.4,197.9,9,88,2019/4/2 4:00,45
2988,67,92,0.4,41,14,26,0.4,1013.8,197.9,10,87,2019/4/2 5:00,55
2989,70,93,0.4,41,14,26,0.6,1014.8,197.9,10,86,2019/4/2 6:00,61
2990,39,61,0.4,35,14,53,0.8,1015.4,197.9,11,58,2019/4/2 8:00,56
2991,31,45,0.4,29,14,61,0.4,1015.9,197.9,13,48,2019/4/2 9:00,51
2992,32,47,0.4,27,14,96,1.5,1014.1,197.9,17,35,2019/4/2 13:00,42
2993,30,49,0.4,28,14,106,0.7,1013.8,197.9,18,35,2019/4/2 14:00,40
2994,33,49,0.4,28,14,106,0.9,1013.7,197.9,18,35,2019/4/2 15:00,39
2995,34,51,0.4,28,14,107,0.3,1013.7,197.9,19,35,2019/4/2 16:00,37
2996,37,57,0.4,28,14,109,1.4,1013.9,197.9,18,37,2019/4/2 17:00,35
2997,36,56,0.4,41,14,98,0.3,1014.2,197.9,16,43,2019/4/2 18:00,30
2998,40,64,0.5,82,14,92,1,1014.8,197.9,15,48,2019/4/2 19:00,36
2999,48,75,0.4,72,14,85,1,1015.4,197.9,14,61,2019/4/2 20:00,41
3000,54,80,0.4,64,14,82,0.4,1016.4,197.9,14,62,2019/4/2 21:00,38
3001,68,97,0.5,131,17,49,0.1,1016.4,197.9,12,79,2019/4/3 0:00,51
3002,68,92,0.5,101,17,27,0.1,1016.4,197.9,11,85,2019/4/3 1:00,44
3003,73,100,0.5,89,17,26,0.3,1016.1,197.9,10,87,2019/4/3 2:00,47
3004,72,103,0.5,102,17,27,0.1,1016.2,197.9,12,84,2019/4/3 3:00,48
3005,73,108,0.5,89,17,26,0.4,1016.4,197.9,11,88,2019/4/3 4:00,48
3006,81,116,0.4,87,17,26,0.5,1016.7,197.9,11,89,2019/4/3 5:00,58
3007,75,107,0.5,77,17,25,0.2,1017.2,197.9,10,91,2019/4/3 6:00,93
3008,80,117,0.5,104,17,32,0.6,1018,197.9,13,80,2019/4/3 7:00,110
3009,83,121,0.5,77,16,42,0.6,1018.5,197.9,15,69,2019/4/3 8:00,78
3010,68,97,0.5,44,14,59,0.6,1018.2,197.9,18,52,2019/4/3 9:00,61
3011,59,80,0.4,28,14,62,0.5,1018.5,197.9,17,52,2019/4/3 10:00,61
3012,65,86,0.5,41,14,82,1.2,1018.1,197.9,20,42,2019/4/3 11:00,60
3013,64,90,0.5,28,14,84,0.8,1017.6,197.9,20,42,2019/4/3 12:00,59
3014,68,96,0.5,28,14,95,1,1017,197.9,21,40,2019/4/3 13:00,50
3015,79,109,0.5,32,14,130,1.1,1016,197.9,22,38,2019/4/3 14:00,48
3016,60,79,0.4,27,14,134,0.7,1014.9,197.9,22,38,2019/4/3 16:00,44
3017,62,80,0.4,27,14,135,1.1,1015,197.9,20,42,2019/4/3 17:00,62
3018,55,77,0.4,27,14,126,0.3,1015,197.9,18,45,2019/4/3 18:00,69
3019,57,85,0.4,44,14,112,0.8,1015,197.9,17,49,2019/4/3 19:00,64
3020,50,72,0.4,63,14,118,0.3,1013.8,197.9,19,54,2019/4/3 20:00,66
3021,60,80,0.5,99,17,81,0.3,1014.5,197.9,18,58,2019/4/3 21:00,68
3022,55,76,0.5,111,16,80,0.4,1014.5,197.9,18,57,2019/4/3 22:00,60
3023,57,78,0.5,116,14,89,0.4,1014.5,197.9,18,58,2019/4/3 23:00,56
3024,68,88,0.5,123,16,78,0.3,1014,197.9,17,65,2019/4/4 0:00,62
3025,68,92,0.5,141,17,52,0.3,1013.6,197.9,15,76,2019/4/4 1:00,69
3026,71,96,0.5,121,17,30,0.1,1014.3,197.9,15,79,2019/4/4 2:00,66
3027,67,86,0.5,100,17,38,0.2,1014.1,197.9,15,76,2019/4/4 3:00,74
3028,72,95,0.5,82,17,26,0.3,1014.4,197.9,15,77,2019/4/4 4:00,77
3029,75,101,0.5,83,17,27,0.2,1014.2,197.9,15,78,2019/4/4 5:00,80
3030,83,108,0.5,113,17,29,0.2,1014.4,197.9,14,83,2019/4/4 6:00,92
3031,85,113,0.9,90,19,45,0.2,1015.7,197.9,17,76,2019/4/4 7:00,102
3032,75,101,0.6,97,17,68,0.3,1016.2,197.9,19,60,2019/4/4 8:00,95
3033,104,142,0.6,66,16,75,0.8,1017.8,197.9,18,60,2019/4/4 9:00,77
3034,88,115,0.5,37,14,68,1.8,1018.7,197.9,18,59,2019/4/4 10:00,80
3035,58,78,0.5,28,14,79,1.7,1018.9,197.9,19,50,2019/4/4 11:00,77
3036,44,68,0.5,28,14,83,0.9,1018.7,197.9,21,45,2019/4/4 12:00,68
3037,37,56,0.5,26,14,84,1.2,1018.3,197.9,21,39,2019/4/4 13:00,59
3038,33,50,0.4,26,14,87,0.7,1018.2,197.9,22,35,2019/4/4 14:00,58
3039,34,54,0.4,27,14,94,0.9,1017.6,197.9,22,33,2019/4/4 15:00,46
3040,34,53,0.4,27,14,94,0.4,1017.5,197.9,22,32,2019/4/4 16:00,40
3041,36,54,0.4,26,14,87,0.4,1018.1,197.9,21,29,2019/4/4 17:00,35
3042,43,68,0.4,28,14,100,1.1,1018.3,197.9,19,38,2019/4/4 18:00,35
3043,41,68,0.4,28,14,84,1,1018.2,197.9,17,41,2019/4/4 19:00,54
3044,38,59,0.4,32,14,79,0.2,1019.3,197.9,16,44,2019/4/4 20:00,50
3045,40,66,0.4,54,14,73,0.2,1019.9,197.9,15,51,2019/4/4 21:00,54
3046,41,66,0.4,68,14,65,0.2,1020.3,197.9,14,54,2019/4/4 22:00,59
3047,42,68,0.4,87,16,50,0.2,1020.4,197.9,14,59,2019/4/4 23:00,61
3048,44,72,0.4,69,14,52,0.6,1019.9,197.9,13,58,2019/4/5 0:00,56
3049,53,82,0.4,69,15,49,0.6,1019.8,197.9,12,67,2019/4/5 1:00,65
3050,65,89,0.4,66,16,39,0.3,1019.4,197.9,12,70,2019/4/5 2:00,61
3051,70,96,0.4,53,16,31,0.4,1018.9,197.9,11,75,2019/4/5 3:00,67
3052,76,106,0.4,45,16,31,0.2,1018.9,197.9,11,77,2019/4/5 4:00,70
3053,85,125,0.4,50,17,31,0.3,1019.1,197.9,11,79,2019/4/5 5:00,71
3054,90,136,0.5,61,17,27,0.6,1019.2,197.9,10,82,2019/4/5 6:00,78
3055,72,101,0.5,56,14,68,0.8,1019.3,197.9,17,53,2019/4/5 8:00,77
3056,51,75,0.4,28,14,69,2.4,1019.1,197.9,18,35,2019/4/5 9:00,69
3057,33,54,0.4,26,14,74,2.2,1019.2,197.9,19,24,2019/4/5 10:00,62
3058,33,52,0.4,26,14,87,3.3,1018.8,197.9,20,24,2019/4/5 11:00,74
3059,28,42,0.4,26,14,88,1.4,1017.7,197.9,22,21,2019/4/5 12:00,60
3060,32,49,0.4,26,14,90,0.7,1016.3,197.9,23,21,2019/4/5 13:00,52
3061,32,49,0.4,26,14,101,1.1,1015.5,197.9,22,22,2019/4/5 14:00,54
3062,29,49,0.4,26,14,102,1.3,1014.5,197.9,22,19,2019/4/5 15:00,44
3063,20,28,0.4,24,14,90,0.7,1014.4,197.9,23,14,2019/4/5 16:00,52
3064,24,32,0.4,26,14,101,0.9,1014,197.9,22,19,2019/4/5 17:00,62
3065,38,62,0.4,28,14,119,0.6,1013.8,197.9,19,29,2019/4/5 18:00,63
3066,36,55,0.4,28,14,116,0.5,1013.7,197.9,18,29,2019/4/5 19:00,61
3067,38,61,0.4,33,14,114,1.5,1013.9,197.9,17,32,2019/4/5 20:00,78
3068,33,51,0.4,28,14,106,1.1,1014.1,197.9,17,32,2019/4/5 21:00,92
3069,26,39,0.4,28,14,91,0.7,1014.1,197.9,17,31,2019/4/5 22:00,79
3070,27,39,0.4,29,14,80,0.7,1014,197.9,16,34,2019/4/5 23:00,72
3071,25,34,0.4,34,14,67,1.7,1013.4,197.9,16,37,2019/4/6 0:00,62
3072,28,39,0.4,34,14,58,0.3,1012.5,197.9,15,42,2019/4/6 1:00,74
3073,28,41,0.4,40,14,53,0.8,1011.9,197.9,14,48,2019/4/6 2:00,63
3074,28,42,0.4,50,14,51,0.3,1010.9,197.9,15,51,2019/4/6 3:00,54
3075,32,51,0.4,53,14,51,0.4,1010.7,197.9,14,55,2019/4/6 4:00,58
3076,36,54,0.4,73,14,46,1,1010.9,197.9,14,58,2019/4/6 5:00,67
3077,36,55,0.4,80,14,45,0.8,1011.1,197.9,14,58,2019/4/6 6:00,68
3078,36,56,0.4,116,17,45,1.2,1011,197.9,15,57,2019/4/6 7:00,66
3079,39,62,0.4,85,16,51,1.4,1011.7,197.9,15,59,2019/4/6 8:00,54
3080,39,60,0.7,95,17,49,0.7,1011.5,197.9,17,56,2019/4/6 9:00,46
3081,40,62,0.5,83,15,66,1.3,1010.9,197.9,19,49,2019/4/6 10:00,54
3082,44,67,0.6,76,15,71,0.7,1010.5,197.9,21,44,2019/4/6 11:00,47
3083,48,73,0.5,72,14,79,0.3,1009.5,197.9,23,42,2019/4/6 12:00,37
3084,52,76,0.7,50,14,109,0.3,1008.5,197.9,24,39,2019/4/6 13:00,41
3085,50,73,0.6,34,14,117,0.6,1007.9,197.9,23,42,2019/4/6 14:00,37
3086,52,73,0.5,33,14,121,1.2,1007.1,197.9,22,44,2019/4/6 15:00,41
3087,56,79,0.6,68,14,96,0.4,1007.3,197.9,22,47,2019/4/6 16:00,35
3088,74,99,0.5,129,17,91,1.3,1008.3,199.4,17,81,2019/4/6 17:00,34
3089,76,99,0.5,134,17,85,0.3,1008.6,199.4,17,79,2019/4/6 18:00,33
3090,86,114,0.5,107,17,67,0.4,1009.3,199.4,16,79,2019/4/6 19:00,32
3091,99,137,0.5,100,17,50,0.5,1010.1,199.4,16,83,2019/4/6 20:00,30
3092,106,147,0.5,110,17,45,0.3,1010.4,199.4,15,84,2019/4/6 21:00,47
3093,113,151,0.6,113,17,35,0.2,1010.2,199.4,15,84,2019/4/6 22:00,40
3094,116,156,0.6,105,17,35,0.2,1010,199.4,14,86,2019/4/6 23:00,37
3095,108,147,0.5,87,17,27,0.3,1010.2,199.4,14,87,2019/4/7 0:00,34
3096,119,158,0.5,61,17,25,0.2,1009.9,199.4,13,90,2019/4/7 1:00,43
3097,111,161,0.5,69,17,26,0.3,1009.3,199.4,13,90,2019/4/7 2:00,44
3098,110,157,0.5,67,17,25,0.3,1009.3,199.4,13,92,2019/4/7 3:00,37
3099,112,155,0.5,69,17,25,0.2,1009.2,199.4,12,93,2019/4/7 4:00,38
3100,103,141,0.5,100,17,26,0.2,1009.8,199.4,13,89,2019/4/7 5:00,44
3101,102,140,0.6,123,17,31,0.7,1010.6,199.4,16,77,2019/4/7 7:00,56
3102,98,138,0.6,117,17,44,1.5,1010.8,199.4,19,65,2019/4/7 8:00,44
3103,105,140,0.8,98,17,70,1.6,1010.7,199.4,22,58,2019/4/7 9:00,54
3104,84,116,0.9,68,17,85,0.9,1010.4,199.4,23,53,2019/4/7 10:00,45
3105,71,91,0.8,49,14,99,0.7,1009.5,199.4,25,50,2019/4/7 11:00,41
3106,41,62,0.6,27,14,112,1.5,1008.8,199.4,26,44,2019/4/7 12:00,41
3107,32,50,0.5,26,14,118,0.2,1007.5,199.4,28,34,2019/4/7 13:00,34
3108,48,71,0.7,26,14,146,0.7,1006.9,199.4,28,38,2019/4/7 14:00,44
3109,32,49,0.6,26,14,140,2.4,1006,199.4,29,33,2019/4/7 15:00,47
3110,36,57,0.6,25,14,147,1.5,1005.2,199.4,29,32,2019/4/7 16:00,75
3111,34,52,0.5,26,14,144,0.5,1005.3,199.4,29,32,2019/4/7 17:00,79
3112,35,53,0.5,28,14,142,1,1005.1,199.4,26,43,2019/4/7 18:00,92
3113,36,56,0.5,72,14,116,0.5,1005.1,199.4,24,49,2019/4/7 19:00,100
3114,35,53,0.5,134,17,91,0.6,1005.5,199.4,23,49,2019/4/7 20:00,92
3115,36,58,0.5,83,17,86,0.3,1006,199.4,21,51,2019/4/7 21:00,100
3116,64,85,0.5,92,16,104,1.2,1005.9,199.4,20,63,2019/4/7 22:00,100
3117,67,88,0.5,99,17,96,1.2,1005.8,199.4,20,66,2019/4/7 23:00,95
3118,76,100,0.5,98,17,85,0.4,1005.7,199.4,19,69,2019/4/8 0:00,84
3119,85,115,0.5,133,17,79,0.9,1005.4,199.4,18,72,2019/4/8 1:00,95
3120,96,127,0.5,136,17,72,0.7,1004.7,199.4,18,73,2019/4/8 2:00,92
3121,94,128,0.5,120,17,67,0.5,1004.6,199.4,17,75,2019/4/8 3:00,98
3122,105,150,0.5,94,17,62,0.4,1004.4,199.4,17,77,2019/4/8 4:00,104
3123,114,150,0.5,104,17,52,0.8,1004.8,199.4,16,82,2019/4/8 5:00,106
3124,118,163,0.5,99,17,48,0.4,1005.5,199.4,16,83,2019/4/8 6:00,110
3125,92,125,0.6,81,17,61,1.1,1006.2,199.4,23,61,2019/4/8 8:00,115
3126,60,81,0.6,48,14,67,0.9,1006.5,199.4,24,53,2019/4/8 9:00,101
3127,55,78,0.5,28,16,61,2.2,1010.5,0.2,22,60,2019/4/8 10:00,88
3128,52,73,0.5,28,14,72,0.9,1010.8,0.2,22,59,2019/4/8 11:00,74
3129,50,71,0.5,28,13,76,1.7,1010.3,0.2,23,56,2019/4/8 12:00,62
3130,51,73,0.5,28,13,86,1.7,1009.9,0.2,23,58,2019/4/8 13:00,48
3131,40,63,0.5,28,13,83,1.6,1009.3,0.3,24,55,2019/4/8 14:00,54
3132,40,63,0.5,28,13,88,0.5,1008.4,0.3,25,53,2019/4/8 15:00,54
3133,39,60,0.5,28,13,86,0.5,1008.4,0.3,24,53,2019/4/8 16:00,70
3134,40,62,0.5,36,14,82,0.1,1008.6,0.3,22,59,2019/4/8 17:00,79
3135,40,63,0.5,42,13,77,0.8,1008.6,0.3,21,66,2019/4/8 18:00,75
3136,40,62,0.4,52,14,69,0.9,1009.6,0.3,20,70,2019/4/8 19:00,55
3137,56,79,0.4,54,15,60,0.7,1010.5,0.3,19,75,2019/4/8 21:00,59
3138,58,82,0.4,38,14,40,0.9,1010,0.3,17,83,2019/4/8 23:00,56
3139,64,96,0.4,38,14,41,0.7,1009.2,0.3,17,86,2019/4/9 1:00,50
3140,64,94,0.4,39,14,39,1,1009.1,0.3,17,86,2019/4/9 2:00,44
3141,57,82,0.4,39,13,32,0.3,1008.9,0.3,16,87,2019/4/9 3:00,35
3142,65,103,0.4,47,14,30,0.4,1008.2,0.3,16,89,2019/4/9 4:00,39
3143,63,94,0.4,40,14,27,0.2,1008.5,0.3,17,88,2019/4/9 5:00,43
3144,72,111,0.5,54,16,26,0.3,1008.8,0.3,17,87,2019/4/9 6:00,47
3145,61,90,0.4,48,16,27,0.8,1009,0.3,17,87,2019/4/9 7:00,51
3146,56,88,0.5,57,18,26,0.2,1008.8,0.3,18,85,2019/4/9 8:00,60
3147,55,80,0.5,60,16,26,0.4,1009,0.3,19,82,2019/4/9 9:00,68
3148,64,95,0.5,59,16,27,0.7,1008.9,0.3,19,81,2019/4/9 10:00,34
3149,50,76,0.7,58,16,27,0.5,1008.1,0.3,23,69,2019/4/9 11:00,23
3150,52,78,0.7,64,16,33,0.6,1007.6,0.3,23,72,2019/4/9 12:00,22
3151,69,97,0.6,73,16,63,0.6,1005,0.3,23,78,2019/4/9 17:00,13
3152,45,71,0.5,55,15,72,0.4,1005,0.3,23,80,2019/4/9 18:00,12
3153,52,74,0.6,62,16,54,0.6,1005.4,0.3,23,82,2019/4/9 19:00,16
3154,37,57,0.5,41,14,63,0.8,1006.5,0.3,22,79,2019/4/9 21:00,15
3155,42,68,0.5,45,14,28,0.3,1009.8,6.7,20,86,2019/4/11 11:00,25
3156,46,69,0.5,32,13,29,0.5,1009.1,6.7,20,84,2019/4/11 12:00,16
3157,47,71,0.5,59,16,28,1.9,1008.5,6.7,21,84,2019/4/11 13:00,27
3158,45,71,0.5,29,13,37,0.7,1008.1,6.7,21,83,2019/4/11 14:00,22
3159,51,76,0.5,40,13,49,0.3,1007.2,6.7,21,83,2019/4/11 15:00,25
3160,63,87,0.5,45,14,49,0.5,1007.2,6.7,21,84,2019/4/11 16:00,25
3161,68,95,0.5,60,16,44,0.8,1006.6,6.8,20,87,2019/4/11 17:00,29
3162,75,103,0.6,73,16,35,0.2,1006.6,6.8,20,89,2019/4/11 18:00,43
3163,71,100,0.5,66,16,31,0.6,1006.9,6.8,20,90,2019/4/11 19:00,30
3164,73,102,0.5,80,16,28,0.2,1008,8.4,19,95,2019/4/11 20:00,44
3165,73,104,0.5,71,16,27,0.4,1007.8,16.7,19,98,2019/4/11 21:00,45
3166,67,91,0.5,74,16,27,0.1,1007.7,18.6,19,98,2019/4/11 22:00,48
3167,55,76,0.6,62,16,25,0.1,1007,20.1,19,98,2019/4/11 23:00,53
3168,44,69,0.5,63,16,25,0.5,1006.9,20.1,19,98,2019/4/12 0:00,50
3169,44,67,0.5,55,16,25,0.1,1006.4,20.1,19,98,2019/4/12 1:00,56
3170,45,70,0.5,66,16,25,0.2,1006.2,20.1,19,99,2019/4/12 2:00,49
3171,44,70,0.5,58,16,25,0.2,1006.2,20.1,18,99,2019/4/12 3:00,54
3172,46,70,0.5,61,16,25,0.2,1006.2,20.1,19,99,2019/4/12 4:00,57
3173,47,72,0.5,64,16,25,0.3,1006.3,20.1,19,99,2019/4/12 5:00,59
3174,45,71,0.6,62,16,25,0.3,1006.7,20.1,19,98,2019/4/12 6:00,64
3175,58,87,0.6,57,16,25,0.3,1007.2,20.1,19,98,2019/4/12 7:00,69
3176,58,99,0.6,51,16,25,0.6,1007.5,20.1,19,98,2019/4/12 8:00,64
3177,50,85,0.5,51,16,25,0.2,1007.7,20.1,19,96,2019/4/12 9:00,48
3178,44,72,0.6,51,16,25,0.2,1008,20.1,20,91,2019/4/12 10:00,52
3179,48,75,0.5,35,16,26,0.3,1007.9,20.1,21,89,2019/4/12 11:00,60
3180,48,74,0.6,38,16,28,1.3,1006.9,20.1,22,82,2019/4/12 12:00,59
3181,38,64,0.6,28,13,57,0.6,1006.1,20.1,25,72,2019/4/12 13:00,63
3182,40,64,0.5,28,13,58,1.9,1005.8,20.1,23,75,2019/4/12 14:00,73
3183,42,70,0.5,28,13,54,0.9,1005.5,20.1,23,77,2019/4/12 15:00,58
3184,41,66,0.5,35,13,53,0.2,1005.2,20.1,22,81,2019/4/12 16:00,40
3185,40,65,0.5,36,13,55,0.7,1005,20.1,23,80,2019/4/12 17:00,46
3186,44,68,0.6,68,16,27,0.2,1005.6,20.1,21,86,2019/4/12 20:00,66
3187,43,68,0.7,91,16,33,0.3,1005.8,20.1,21,87,2019/4/12 21:00,63
3188,41,64,0.7,65,16,25,0.1,1006.3,20.1,21,89,2019/4/13 0:00,70
3189,40,62,0.7,59,16,25,0.2,1005.7,20.1,21,91,2019/4/13 1:00,93
3190,47,72,0.6,63,16,25,0.5,1005.4,20.3,20,95,2019/4/13 3:00,61
3191,48,75,0.6,66,16,25,0.4,1005.5,20.3,20,96,2019/4/13 4:00,53
3192,66,90,0.5,58,16,26,0.2,1006.8,20.3,20,91,2019/4/13 7:00,44
3193,61,88,0.6,62,16,26,0.2,1007.3,20.3,20,89,2019/4/13 8:00,48
3194,59,79,0.6,56,16,29,0.6,1007.2,20.3,22,81,2019/4/13 9:00,47
3195,62,85,0.6,44,16,28,0.7,1007.5,20.3,23,76,2019/4/13 10:00,48
3196,60,83,0.7,28,16,42,0.6,1007.2,20.3,25,68,2019/4/13 11:00,52
3197,47,72,0.6,30,15,52,1.3,1006.9,20.3,26,64,2019/4/13 12:00,52
3198,55,78,0.8,28,14,84,0.5,1006.8,20.3,25,65,2019/4/13 13:00,38
3199,52,76,0.7,31,14,107,0.6,1005.9,20.3,26,63,2019/4/13 14:00,38
3200,52,76,0.6,26,13,107,0.7,1005.2,20.3,27,61,2019/4/13 15:00,35
3201,48,72,0.6,28,13,108,0.4,1005,20.3,27,62,2019/4/13 16:00,38
3202,43,67,0.5,28,13,88,0.6,1005.1,20.3,25,65,2019/4/13 17:00,41
3203,40,62,0.5,29,13,80,0.4,1005.4,20.3,24,71,2019/4/13 18:00,45
3204,38,57,0.5,49,16,55,0.4,1005.5,20.3,22,77,2019/4/13 19:00,48
3205,41,65,0.5,58,16,38,0.4,1006,20.3,21,82,2019/4/13 20:00,58
3206,47,72,0.5,50,16,51,0.4,1006.3,20.3,20,83,2019/4/13 21:00,57
3207,64,96,0.5,59,16,29,0.2,1007.1,20.3,19,90,2019/4/14 0:00,63
3208,65,92,0.5,52,16,27,0.5,1006.2,20.3,18,91,2019/4/14 1:00,54
3209,63,91,0.5,42,16,26,0.7,1005.9,20.3,17,92,2019/4/14 2:00,57
3210,63,87,0.4,39,16,26,0.3,1005.6,20.3,17,93,2019/4/14 3:00,54
3211,66,90,0.5,36,16,24,0.3,1005.7,20.3,17,94,2019/4/14 4:00,59
3212,72,96,0.5,37,16,24,0.5,1005.9,20.3,17,95,2019/4/14 5:00,62
3213,88,135,0.9,29,16,83,0.7,1007,20.3,26,65,2019/4/14 11:00,44
3214,72,102,0.8,29,13,132,0.8,1007,20.3,27,61,2019/4/14 14:00,25
3215,64,83,0.5,32,13,63,1.7,1007.4,20.4,23,76,2019/4/14 15:00,14
3216,48,75,0.5,43,14,50,1.3,1008.3,20.4,22,76,2019/4/14 17:00,40
3217,39,61,0.5,35,13,32,1.2,1009.9,20.4,19,85,2019/4/14 18:00,33
3218,42,66,0.4,38,14,30,0.4,1012,20.4,15,91,2019/4/14 19:00,38
3219,41,65,0.4,29,14,34,1,1012.7,20.4,15,87,2019/4/14 20:00,32
3220,46,72,0.4,34,16,29,0.6,1013.1,20.5,15,83,2019/4/14 22:00,37
3221,40,59,0.4,28,13,39,0.8,1012.5,20.5,13,74,2019/4/15 1:00,46
3222,40,61,0.4,28,13,35,0.5,1011.9,20.5,13,75,2019/4/15 2:00,47
3223,38,62,0.4,28,13,38,1.1,1011.8,20.5,13,71,2019/4/15 3:00,55
3224,34,52,0.4,28,14,37,0.6,1012.4,20.5,13,68,2019/4/15 4:00,62
3225,36,55,0.4,28,14,37,0.1,1012.8,20.5,13,69,2019/4/15 5:00,73
3226,32,46,0.4,28,14,44,0.6,1013.4,20.5,13,65,2019/4/15 6:00,85
3227,31,45,0.4,32,14,43,0.5,1014.5,20.5,13,64,2019/4/15 7:00,77
3228,33,55,0.4,37,14,45,0.6,1014.7,20.5,13,63,2019/4/15 8:00,67
3229,32,47,0.4,31,14,47,1.9,1015.8,20.5,13,65,2019/4/15 9:00,25
3230,32,48,0.4,28,14,54,1.2,1017.3,20.5,12,72,2019/4/15 10:00,37
3231,24,33,0.4,28,14,66,1.5,1017.6,20.9,10,80,2019/4/15 11:00,26
3232,38,59,0.4,38,14,44,1.1,1017.9,21,10,88,2019/4/15 12:00,18
3233,37,57,0.4,27,14,51,2.5,1017.7,21,12,73,2019/4/15 13:00,23
3234,37,57,0.4,39,14,49,1.5,1017.8,21,13,71,2019/4/15 15:00,19
3235,41,63,0.4,29,14,47,0.5,1017.9,21,14,66,2019/4/15 16:00,14
3236,36,58,0.4,42,14,47,0.8,1017.6,21,14,64,2019/4/15 17:00,26
3237,31,46,0.4,40,14,47,0.8,1018.8,21,13,65,2019/4/15 19:00,28
3238,36,54,0.4,54,14,43,0.3,1020,21,11,71,2019/4/15 20:00,42
3239,36,54,0.4,74,17,33,0.4,1020.9,21,11,76,2019/4/15 21:00,30
3240,36,55,0.4,65,17,31,0.6,1020.8,21,10,78,2019/4/15 22:00,27
3241,33,48,0.4,77,17,28,0.4,1020.5,21,10,81,2019/4/15 23:00,19
3242,38,58,0.4,70,17,29,0.2,1019.3,21,9,80,2019/4/16 1:00,27
3243,36,56,0.4,70,16,27,0.5,1019.6,21,10,79,2019/4/16 2:00,26
3244,31,49,0.4,57,15,27,0.3,1019.1,21,9,71,2019/4/16 3:00,23
3245,33,51,0.4,39,14,39,0.4,1018.9,21,10,66,2019/4/16 4:00,29
3246,31,45,0.4,59,14,40,0.6,1018.4,21,10,67,2019/4/16 5:00,29
3247,28,36,0.4,35,14,51,0.4,1019,21,11,63,2019/4/16 6:00,29
3248,30,46,0.4,40,14,60,0.5,1019.5,21,12,62,2019/4/16 7:00,32
3249,33,54,0.4,43,14,67,0.6,1018.6,21,13,61,2019/4/16 8:00,28
3250,30,44,0.4,28,14,80,0.7,1018.1,21.1,16,46,2019/4/16 9:00,33
3251,32,49,0.4,28,14,85,1.3,1018.1,21.1,17,44,2019/4/16 10:00,40
3252,36,54,0.5,28,14,92,1.9,1017.3,21.2,19,42,2019/4/16 11:00,50
3253,47,73,0.4,38,14,63,0.2,1012.5,23.1,14,86,2019/4/17 1:00,95
3254,62,85,0.4,67,15,45,0.3,1012.6,23.7,14,93,2019/4/17 2:00,84
3255,70,93,0.4,55,15,29,0.5,1012.8,23.7,13,96,2019/4/17 3:00,76
3256,74,101,0.4,66,17,29,0.6,1013.1,23.7,13,95,2019/4/17 4:00,72
3257,68,96,0.4,38,14,29,0.6,1013.3,23.7,13,93,2019/4/17 5:00,75
3258,61,84,0.4,34,14,29,0.4,1013.9,23.7,13,92,2019/4/17 6:00,80
3259,57,85,0.4,47,14,29,0.3,1014.3,23.7,13,91,2019/4/17 7:00,80
3260,56,81,0.4,41,14,31,0.5,1014.6,23.7,14,86,2019/4/17 8:00,92
3261,59,83,0.5,54,15,29,0.2,1015.1,23.7,15,83,2019/4/17 9:00,82
3262,63,82,0.4,59,14,37,1.1,1014.7,23.7,17,77,2019/4/17 10:00,65
3263,68,90,0.5,44,14,57,0.3,1014.6,23.7,18,72,2019/4/17 11:00,47
3264,56,78,0.4,29,14,86,0.7,1012.3,23.7,17,73,2019/4/17 15:00,40
3265,56,84,0.4,49,14,54,0.1,1012.7,24,15,86,2019/4/17 18:00,38
3266,56,86,0.4,56,14,41,0.4,1012.7,24.2,15,89,2019/4/17 20:00,48
